relative_time,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,action
5.057335376739502,"(0.38042575120925903, 0.07238686084747314, -0.47701019048690796, 0.9998779296875)","(0.38538631796836853, 0.054956890642642975, -0.45661529898643494, 0.9997243285179138)","(0.3887792229652405, 0.05495297163724899, -0.4565672278404236, 0.9996306300163269)","(0.3916257619857788, 0.05498376488685608, -0.4566742479801178, 0.9996395111083984)","(0.374080628156662, 0.05519544705748558, -0.4615040719509125, 0.9997581839561462)","(0.36978232860565186, 0.05520745366811752, -0.4616084694862366, 0.9996892213821411)","(0.36552202701568604, 0.055077552795410156, -0.46160468459129333, 0.9997167587280273)","(0.3941074013710022, 0.0618472620844841, -0.32494819164276123, 0.9992914795875549)","(0.3590405583381653, 0.06081019341945648, -0.34947457909584045, 0.9996392726898193)","(0.3865742087364197, 0.09011831134557724, -0.42586296796798706, 0.9995414018630981)","(0.3727465271949768, 0.08886997401714325, -0.4331194758415222, 0.9996507167816162)","(0.42000073194503784, 0.13733282685279846, -0.24383124709129333, 0.997287929058075)","(0.33232709765434265, 0.13329625129699707, -0.3006463050842285, 0.9986421465873718)","(0.4572439193725586, 0.03176858276128769, -0.29866382479667664, 0.9766698479652405)","(0.28082597255706787, 0.04256250709295273, -0.4329994320869446, 0.9892868399620056)","(0.4717179834842682, -0.08696579188108444, -0.3951132297515869, 0.9371267557144165)","(0.2556353509426117, -0.06473835557699203, -0.5931471586227417, 0.962970495223999)","(0.4839509129524231, -0.10730364173650742, -0.427755743265152, 0.8392230868339539)","(0.24569566547870636, -0.08852873742580414, -0.6424849629402161, 0.9014825224876404)","(0.4770382344722748, -0.11849527060985565, -0.4427800178527832, 0.8398042321205139)","(0.24780313670635223, -0.09362012892961502, -0.6476881504058838, 0.8990854024887085)","(0.4763820767402649, -0.11093421280384064, -0.4090360999107361, 0.8533108234405518)","(0.2528044879436493, -0.08432811498641968, -0.6049473881721497, 0.9038355946540833)","(0.41003575921058655, 0.3958548307418823, 0.025227447971701622, 0.9992952346801758)","(0.35589510202407837, 0.4027646780014038, -0.02536706253886223, 0.9995108246803284)","(0.42269229888916016, 0.567862331867218, 0.07576354593038559, 0.978270411491394)","(0.3702227473258972, 0.5792667269706726, -0.014851373620331287, 0.9915933609008789)","(0.43212205171585083, 0.7415751218795776, 0.2655799090862274, 0.9797536730766296)","(0.3793366849422455, 0.7502483129501343, 0.18159905076026917, 0.9890824556350708)","(0.42188701033592224, 0.7648948431015015, 0.2758151590824127, 0.9132163524627686)","(0.38267338275909424, 0.7704399824142456, 0.19259506464004517, 0.8776198625564575)","(0.4557626247406006, 0.8085176944732666, 0.13822214305400848, 0.9678352475166321)","(0.37724918127059937, 0.8107432723045349, 0.04459376260638237, 0.9781297445297241)",ACTIVATE
5.158048391342163,"(0.38036075234413147, 0.07226845622062683, -0.46946391463279724, 0.9998851418495178)","(0.38520658016204834, 0.054722268134355545, -0.44741955399513245, 0.9997420907020569)","(0.38856878876686096, 0.054728370159864426, -0.4473777413368225, 0.9996527433395386)","(0.3913848400115967, 0.05477404221892357, -0.4474828839302063, 0.9996618628501892)","(0.3738587498664856, 0.0547705814242363, -0.45389899611473083, 0.9997748136520386)","(0.36956986784935, 0.05475439503788948, -0.45399564504623413, 0.9997102618217468)","(0.36529654264450073, 0.05465477332472801, -0.45399099588394165, 0.9997368454933167)","(0.3935292363166809, 0.06141800433397293, -0.31394362449645996, 0.999334990978241)","(0.3585718274116516, 0.06049707904458046, -0.34508150815963745, 0.9996657371520996)","(0.38653162121772766, 0.08995877206325531, -0.418262243270874, 0.9995678067207336)","(0.3726186156272888, 0.08853515237569809, -0.4274100363254547, 0.9996721148490906)","(0.41983795166015625, 0.1372099071741104, -0.23318645358085632, 0.997399628162384)","(0.33145904541015625, 0.13310152292251587, -0.3005601763725281, 0.9987229108810425)","(0.45813632011413574, 0.0328189991414547, -0.29542818665504456, 0.9778090119361877)","(0.2778574824333191, 0.040897518396377563, -0.42109546065330505, 0.9899382591247559)","(0.4757123589515686, -0.0844104066491127, -0.4124841094017029, 0.9383276104927063)","(0.2536105513572693, -0.06503848731517792, -0.5594844222068787, 0.9650784134864807)","(0.4841683804988861, -0.10403633862733841, -0.4481061100959778, 0.8401578664779663)","(0.24416843056678772, -0.08970049023628235, -0.6076375842094421, 0.9061339497566223)","(0.47704386711120605, -0.11456198990345001, -0.4633200764656067, 0.8408905863761902)","(0.24800372123718262, -0.09428894519805908, -0.6122496128082275, 0.9038907885551453)","(0.4763762950897217, -0.10751473158597946, -0.42726826667785645, 0.8548466563224792)","(0.2520501911640167, -0.08668313920497894, -0.570428192615509, 0.9082299470901489)","(0.4105568528175354, 0.3945258557796478, 0.025445345789194107, 0.9993190169334412)","(0.35590749979019165, 0.4024709165096283, -0.025597240775823593, 0.9995313286781311)","(0.4270957112312317, 0.5675041675567627, 0.07066171616315842, 0.9785633683204651)","(0.3699244260787964, 0.5793429017066956, -0.016410786658525467, 0.9917685985565186)","(0.4331234395503998, 0.7410007119178772, 0.26718670129776, 0.9799374341964722)","(0.3792079985141754, 0.7495990991592407, 0.18036958575248718, 0.9893280863761902)","(0.42295318841934204, 0.7635349035263062, 0.27860110998153687, 0.9135897755622864)","(0.38256582617759705, 0.7692397236824036, 0.1914256066083908, 0.8783606290817261)","(0.45689257979393005, 0.8074332475662231, 0.13955309987068176, 0.9682261943817139)","(0.37716180086135864, 0.8109363317489624, 0.04186294227838516, 0.9786912798881531)",ACTIVATE
5.257728815078735,"(0.3804902136325836, 0.07216675579547882, -0.4531835913658142, 0.9998915791511536)","(0.3854005038738251, 0.054516151547431946, -0.43155670166015625, 0.9997589588165283)","(0.3888073265552521, 0.05448395386338234, -0.4315175414085388, 0.9996733665466309)","(0.3916725218296051, 0.05454095080494881, -0.4316123425960541, 0.9996825456619263)","(0.3739584982395172, 0.054575517773628235, -0.4371870458126068, 0.9997910857200623)","(0.3696228861808777, 0.05450012907385826, -0.43727731704711914, 0.9997305274009705)","(0.3653757572174072, 0.05434092879295349, -0.43727239966392517, 0.9997562170028687)","(0.39371955394744873, 0.06118905171751976, -0.29867762327194214, 0.9993728995323181)","(0.3586617112159729, 0.06012400612235069, -0.3265485167503357, 0.9996910691261292)","(0.38657599687576294, 0.08972424268722534, -0.4021941125392914, 0.9995875358581543)","(0.37283581495285034, 0.08829116076231003, -0.41031599044799805, 0.99969083070755)","(0.41993245482444763, 0.13708923757076263, -0.21825170516967773, 0.9973761439323425)","(0.3322608470916748, 0.13361528515815735, -0.2813994288444519, 0.9987829327583313)","(0.4607025682926178, 0.03235258907079697, -0.27826911211013794, 0.9782836437225342)","(0.2794741690158844, 0.04347004368901253, -0.3958384394645691, 0.9904062747955322)","(0.47587862610816956, -0.0846814438700676, -0.3902002274990082, 0.9381784796714783)","(0.2532142698764801, -0.06405235826969147, -0.5304929614067078, 0.9663630127906799)","(0.48302993178367615, -0.10458607971668243, -0.42454180121421814, 0.838904082775116)","(0.2434941977262497, -0.08643922954797745, -0.5770010948181152, 0.90870600938797)","(0.4756702482700348, -0.11458294093608856, -0.43926024436950684, 0.8395257592201233)","(0.24780729413032532, -0.09378975629806519, -0.5813161134719849, 0.9066318273544312)","(0.4748074412345886, -0.10738717019557953, -0.40441250801086426, 0.854101836681366)","(0.2524041533470154, -0.08689168095588684, -0.5410247445106506, 0.9108090996742249)","(0.41318124532699585, 0.3945213258266449, 0.02562653087079525, 0.999321460723877)","(0.35806235671043396, 0.4026206433773041, -0.02578039839863777, 0.9995467662811279)","(0.4316364824771881, 0.5673729181289673, 0.08187085390090942, 0.9790065288543701)","(0.36990100145339966, 0.5800203084945679, -0.013764421455562115, 0.9920676946640015)","(0.4352516531944275, 0.7380685806274414, 0.27963703870773315, 0.980324923992157)","(0.3787769675254822, 0.7505685687065125, 0.17164936661720276, 0.9897192716598511)","(0.4246940016746521, 0.760919451713562, 0.2913294732570648, 0.9156962037086487)","(0.3817377984523773, 0.7693184018135071, 0.1815691888332367, 0.8805038332939148)","(0.4625745713710785, 0.7975567579269409, 0.15947526693344116, 0.9687340259552002)","(0.37684884667396545, 0.8111544847488403, 0.033521682024002075, 0.9793129563331604)",ACTIVATE
5.357340097427368,"(0.38461267948150635, 0.07256286591291428, -0.41497573256492615, 0.9998906850814819)","(0.38835036754608154, 0.05502396076917648, -0.3920900225639343, 0.9997605681419373)","(0.39179039001464844, 0.05506294593214989, -0.39207470417022705, 0.9996700882911682)","(0.3950946033000946, 0.05511237680912018, -0.3921720087528229, 0.9996803998947144)","(0.378440797328949, 0.05459725484251976, -0.40018463134765625, 0.999796986579895)","(0.374175488948822, 0.054412852972745895, -0.40026217699050903, 0.9997363686561584)","(0.36984410881996155, 0.05419452488422394, -0.4002724587917328, 0.9997636675834656)","(0.39754360914230347, 0.061873797327280045, -0.2602556347846985, 0.9993624687194824)","(0.3621586859226227, 0.06022050604224205, -0.301194965839386, 0.9997015595436096)","(0.38954541087150574, 0.09039338678121567, -0.364688515663147, 0.9995723366737366)","(0.37763047218322754, 0.088857002556324, -0.37615418434143066, 0.9996888041496277)","(0.4227737486362457, 0.13753251731395721, -0.17813044786453247, 0.9972255825996399)","(0.3366675078868866, 0.1353028565645218, -0.2648589611053467, 0.9987903833389282)","(0.4650436341762543, 0.03245530277490616, -0.20445623993873596, 0.9780092239379883)","(0.28371548652648926, 0.05098946765065193, -0.36530131101608276, 0.9906843304634094)","(0.478085994720459, -0.07793768495321274, -0.28720638155937195, 0.937818169593811)","(0.254406213760376, -0.04820813238620758, -0.48749321699142456, 0.9672390818595886)","(0.48496317863464355, -0.10084585845470428, -0.31471148133277893, 0.8374792337417603)","(0.24454693496227264, -0.07840888947248459, -0.5319477915763855, 0.9103699922561646)","(0.478872150182724, -0.10993596911430359, -0.33248159289360046, 0.8380808234214783)","(0.2484198808670044, -0.08119617402553558, -0.5365714430809021, 0.9084754586219788)","(0.4750897288322449, -0.10070318728685379, -0.3019576072692871, 0.85341477394104)","(0.2529861629009247, -0.07802816480398178, -0.497903972864151, 0.912510335445404)","(0.4174836277961731, 0.39614593982696533, 0.02704763412475586, 0.9993000626564026)","(0.361765056848526, 0.40523555874824524, -0.027178913354873657, 0.9995552897453308)","(0.4386901259422302, 0.5676491856575012, 0.11216811835765839, 0.9795267581939697)","(0.37016114592552185, 0.5834946036338806, -0.020896367728710175, 0.9923969507217407)","(0.4433372914791107, 0.729709267616272, 0.328899085521698, 0.9806559085845947)","(0.3787190318107605, 0.7519327998161316, 0.16147759556770325, 0.9902248382568359)","(0.43249639868736267, 0.751609742641449, 0.3431859612464905, 0.9176962971687317)","(0.38160473108291626, 0.7696896195411682, 0.17158690094947815, 0.884978175163269)","(0.47430920600891113, 0.7868565320968628, 0.2210947722196579, 0.9689502716064453)","(0.3765869736671448, 0.8114532232284546, 0.025185581296682358, 0.9800991415977478)",ACTIVATE
5.457717657089233,"(0.3896632790565491, 0.07237374782562256, -0.33055874705314636, 0.9998891949653625)","(0.3933032155036926, 0.05532871186733246, -0.3056238293647766, 0.9997599720954895)","(0.3966045081615448, 0.055340129882097244, -0.3056357502937317, 0.9996675252914429)","(0.39966505765914917, 0.05527998134493828, -0.3057115972042084, 0.9996761083602905)","(0.38380682468414307, 0.055029917508363724, -0.31102266907691956, 0.9997988343238831)","(0.37966811656951904, 0.05496227368712425, -0.31107938289642334, 0.9997385144233704)","(0.37543874979019165, 0.054929692298173904, -0.3110920786857605, 0.9997663497924805)","(0.40317481756210327, 0.061996523290872574, -0.1783495545387268, 0.9993603229522705)","(0.36886483430862427, 0.062191057950258255, -0.2043018788099289, 0.9997055530548096)","(0.39537376165390015, 0.09041720628738403, -0.28393858671188354, 0.9995614290237427)","(0.38464635610580444, 0.08896335959434509, -0.29148730635643005, 0.9996848106384277)","(0.4291396737098694, 0.13998302817344666, -0.11462614685297012, 0.9969663023948669)","(0.34585636854171753, 0.1395617127418518, -0.179920494556427, 0.998734176158905)","(0.47022145986557007, 0.0420251302421093, -0.1569066345691681, 0.9767478704452515)","(0.30006203055381775, 0.07289885729551315, -0.28655993938446045, 0.9908781051635742)","(0.4889415204524994, -0.06071135774254799, -0.25181978940963745, 0.9362398982048035)","(0.262829065322876, -0.010720222257077694, -0.4228339195251465, 0.9681527018547058)","(0.49519896507263184, -0.0865388736128807, -0.28211045265197754, 0.8343868255615234)","(0.24885651469230652, -0.04198822006583214, -0.4675719141960144, 0.9123766422271729)","(0.4899410605430603, -0.09363284707069397, -0.3002079129219055, 0.8350533246994019)","(0.25025567412376404, -0.048337120562791824, -0.47533950209617615, 0.9107483625411987)","(0.48705536127090454, -0.08525226265192032, -0.26737409830093384, 0.8515334129333496)","(0.25582900643348694, -0.0360572412610054, -0.4350159168243408, 0.9148032069206238)","(0.4253328740596771, 0.40035298466682434, 0.025891441851854324, 0.9992751479148865)","(0.36842450499534607, 0.4101426303386688, -0.02597011998295784, 0.9995523691177368)","(0.44696444272994995, 0.5677351951599121, 0.10461188852787018, 0.9808694124221802)","(0.37169966101646423, 0.5877088308334351, -0.009873098693788052, 0.9929147362709045)","(0.45645004510879517, 0.7197468280792236, 0.3174462914466858, 0.981570303440094)","(0.3787054419517517, 0.753947377204895, 0.172822505235672, 0.9908558130264282)","(0.4476096034049988, 0.7410320043563843, 0.33162403106689453, 0.9204598665237427)","(0.38158831000328064, 0.7717525959014893, 0.18277916312217712, 0.8903738856315613)","(0.4821159839630127, 0.778773307800293, 0.2071060687303543, 0.970198929309845)","(0.3762294352054596, 0.8121746778488159, 0.03824744373559952, 0.9811913967132568)",ACTIVATE
5.557131052017212,"(0.3988778591156006, 0.0741732120513916, -0.22703906893730164, 0.9998925924301147)","(0.4022443890571594, 0.05841231346130371, -0.20521268248558044, 0.9997679591178894)","(0.40574416518211365, 0.05807361751794815, -0.20525884628295898, 0.9996801018714905)","(0.4093461036682129, 0.0576266348361969, -0.20530720055103302, 0.9996874928474426)","(0.3930496573448181, 0.05865005776286125, -0.20468387007713318, 0.9998031258583069)","(0.38970136642456055, 0.05868616700172424, -0.20470814406871796, 0.9997445940971375)","(0.386588990688324, 0.05872056260704994, -0.20470428466796875, 0.9997718930244446)","(0.4157489836215973, 0.06375639885663986, -0.09382710605859756, 0.9993789792060852)","(0.3850723206996918, 0.06611612439155579, -0.09197669476270676, 0.9997077584266663)","(0.4046885371208191, 0.09068968892097473, -0.18707258999347687, 0.9995696544647217)","(0.3948357105255127, 0.08992172032594681, -0.18655501306056976, 0.9996881484985352)","(0.44078096747398376, 0.14155304431915283, -0.05470005422830582, 0.996946394443512)","(0.3613104224205017, 0.14404639601707458, -0.07308442890644073, 0.9986951947212219)","(0.47476696968078613, 0.06972251832485199, -0.1458262950181961, 0.9747616648674011)","(0.32308444380760193, 0.10677501559257507, -0.1668921560049057, 0.9906526803970337)","(0.491903692483902, -0.018214575946331024, -0.28111007809638977, 0.9352431297302246)","(0.28290480375289917, 0.02445806935429573, -0.3156880736351013, 0.967669665813446)","(0.5008141994476318, -0.05065511539578438, -0.3165602385997772, 0.8352241516113281)","(0.2629103660583496, 0.004667655099183321, -0.3598248362541199, 0.9115622639656067)","(0.49582475423812866, -0.05479962378740311, -0.3331405520439148, 0.8362104296684265)","(0.26289254426956177, -0.009574183262884617, -0.3731227517127991, 0.910493791103363)","(0.4923223853111267, -0.04729418084025383, -0.2965782582759857, 0.8527970910072327)","(0.2701272964477539, 0.0017837192863225937, -0.330350399017334, 0.9149711728096008)","(0.4359906315803528, 0.4051617980003357, 0.01677124574780464, 0.9992834329605103)","(0.3818102478981018, 0.41091829538345337, -0.016787735745310783, 0.9995408654212952)","(0.455951064825058, 0.5676758885383606, 0.06928225606679916, 0.9819416403770447)","(0.3773839473724365, 0.5860728025436401, -0.003982475958764553, 0.9933355450630188)","(0.4633856415748596, 0.7148756384849548, 0.25884753465652466, 0.9823208451271057)","(0.3786986768245697, 0.7506416440010071, 0.1693422794342041, 0.991237461566925)","(0.4559284746646881, 0.7338811159133911, 0.2706158757209778, 0.9215226173400879)","(0.38143444061279297, 0.7664399743080139, 0.17890635132789612, 0.8913827538490295)","(0.4839046895503998, 0.7748304605484009, 0.14606651663780212, 0.9714283347129822)","(0.3768823742866516, 0.811245322227478, 0.038787029683589935, 0.9819204807281494)",ACTIVATE
5.657233715057373,"(0.40924692153930664, 0.07590357214212418, -0.21048815548419952, 0.9998987913131714)","(0.4142647385597229, 0.060310058295726776, -0.18988975882530212, 0.9997826814651489)","(0.4181712567806244, 0.06008518114686012, -0.1899295449256897, 0.9996995329856873)","(0.42218002676963806, 0.059659432619810104, -0.18996742367744446, 0.9997062683105469)","(0.40500181913375854, 0.0601249523460865, -0.18776051700115204, 0.999816358089447)","(0.4019711911678314, 0.05998539552092552, -0.187778502702713, 0.9997614026069641)","(0.39917677640914917, 0.05978017300367355, -0.18775179982185364, 0.9997878074645996)","(0.43113166093826294, 0.06563616544008255, -0.08578505367040634, 0.999403715133667)","(0.3997790515422821, 0.06612010300159454, -0.0770106092095375, 0.9997259378433228)","(0.4163106083869934, 0.09279923886060715, -0.17367896437644958, 0.9995821714401245)","(0.4053128659725189, 0.09164423495531082, -0.17097313702106476, 0.9997038245201111)","(0.4548538327217102, 0.14384223520755768, -0.05268900468945503, 0.9963913559913635)","(0.37591007351875305, 0.14707687497138977, -0.05542226880788803, 0.9987058043479919)","(0.4851733148097992, 0.08363454788923264, -0.1561928689479828, 0.972735583782196)","(0.33550402522087097, 0.1150234043598175, -0.11714732646942139, 0.9907683730125427)","(0.5032157301902771, -0.012632817961275578, -0.2850959599018097, 0.9315395355224609)","(0.2902044653892517, 0.02143770270049572, -0.2256048619747162, 0.967616617679596)","(0.5082085728645325, -0.03391576185822487, -0.3384247124195099, 0.8311164975166321)","(0.2729833722114563, -0.003370427992194891, -0.2650989890098572, 0.9109451174736023)","(0.5026490688323975, -0.03859242424368858, -0.35150641202926636, 0.8322219848632812)","(0.273973673582077, -0.015104359947144985, -0.27806317806243896, 0.9103522300720215)","(0.4994260370731354, -0.03142046555876732, -0.297984778881073, 0.8498134613037109)","(0.2800319790840149, -0.004253378603607416, -0.23881539702415466, 0.9151645302772522)","(0.4491625726222992, 0.4059021770954132, 0.01421328168362379, 0.9992669224739075)","(0.3968178629875183, 0.41083818674087524, -0.014201834797859192, 0.9995449185371399)","(0.4627896249294281, 0.570736289024353, 0.07404987514019012, 0.9827151894569397)","(0.38549381494522095, 0.5854566097259521, -0.011724677868187428, 0.9938570857048035)","(0.4644596576690674, 0.7170982956886292, 0.2443523108959198, 0.983128011226654)","(0.37955114245414734, 0.7506965398788452, 0.10667278617620468, 0.9918266534805298)","(0.4568336009979248, 0.7353869676589966, 0.2537957727909088, 0.9249919652938843)","(0.38232937455177307, 0.7667708396911621, 0.11108767986297607, 0.8954726457595825)","(0.4895305633544922, 0.7783761620521545, 0.13917064666748047, 0.972643256187439)","(0.37664932012557983, 0.8113246560096741, -0.022066902369260788, 0.9829044938087463)",ACTIVATE
5.757542371749878,"(0.42227011919021606, 0.08115997910499573, -0.26876524090766907, 0.9998993873596191)","(0.4272030293941498, 0.06595376878976822, -0.24935927987098694, 0.9997829794883728)","(0.4311937391757965, 0.06605067849159241, -0.24936874210834503, 0.9996964931488037)","(0.43520206212997437, 0.0658002495765686, -0.24940688908100128, 0.9997010231018066)","(0.41690880060195923, 0.06497462838888168, -0.24864034354686737, 0.99982088804245)","(0.4136587977409363, 0.0648203194141388, -0.24868664145469666, 0.9997674822807312)","(0.4106791615486145, 0.06460636109113693, -0.2487010657787323, 0.9997953772544861)","(0.4431157112121582, 0.0708494633436203, -0.14062733948230743, 0.9993607401847839)","(0.4102097153663635, 0.07142683118581772, -0.13933412730693817, 0.9997310042381287)","(0.4296005368232727, 0.09923966974020004, -0.22882743179798126, 0.9995551109313965)","(0.41754087805747986, 0.09762377291917801, -0.22826993465423584, 0.9997013807296753)","(0.46915680170059204, 0.14596787095069885, -0.08983658254146576, 0.9956518411636353)","(0.3870115876197815, 0.15188470482826233, -0.1037200465798378, 0.9987051486968994)","(0.5044401288032532, 0.07454557716846466, -0.15940061211585999, 0.9712690711021423)","(0.34250912070274353, 0.10984452813863754, -0.15463420748710632, 0.9905560612678528)","(0.5194516777992249, -0.026896025985479355, -0.27321380376815796, 0.9278598427772522)","(0.2934610843658447, 0.012876526452600956, -0.2593501806259155, 0.9667717218399048)","(0.5258431434631348, -0.04911063611507416, -0.3111879825592041, 0.825014591217041)","(0.2798551917076111, -0.010626104660332203, -0.29728347063064575, 0.9087290167808533)","(0.5204430222511292, -0.055192433297634125, -0.3269749879837036, 0.8261117935180664)","(0.28167158365249634, -0.019649140536785126, -0.3124111294746399, 0.9086464047431946)","(0.5176299214363098, -0.047604020684957504, -0.2878999710083008, 0.8449764847755432)","(0.28636953234672546, -0.007292791269719601, -0.27287936210632324, 0.913884162902832)","(0.4624200761318207, 0.40697944164276123, 0.011496378108859062, 0.9992477893829346)","(0.4091493487358093, 0.4110967516899109, -0.011507636867463589, 0.9995607733726501)","(0.4687803387641907, 0.5726045966148376, 0.09746334701776505, 0.9832690954208374)","(0.39375707507133484, 0.5830085277557373, -0.013751650229096413, 0.9942889213562012)","(0.46683984994888306, 0.7190660834312439, 0.29460853338241577, 0.9837256669998169)","(0.38228726387023926, 0.7503109574317932, 0.11464645713567734, 0.992364764213562)","(0.45804017782211304, 0.7379640340805054, 0.30737394094467163, 0.9272992610931396)","(0.38659507036209106, 0.7667111158370972, 0.120259128510952, 0.900287389755249)","(0.48866239190101624, 0.7779203653335571, 0.19696439802646637, 0.9736378788948059)","(0.37663140892982483, 0.8098433017730713, -0.014473612420260906, 0.9839134812355042)",ACTIVATE
5.85783839225769,"(0.43352651596069336, 0.08498482406139374, -0.21994665265083313, 0.9998944401741028)","(0.43823450803756714, 0.06975184381008148, -0.20373204350471497, 0.9997548460960388)","(0.4420013427734375, 0.06968232989311218, -0.20375259220600128, 0.9996559619903564)","(0.445915162563324, 0.06924865394830704, -0.20377656817436218, 0.9996541142463684)","(0.42895227670669556, 0.0691513642668724, -0.1989520788192749, 0.9998098015785217)","(0.4260163903236389, 0.06917336583137512, -0.19897592067718506, 0.9997512102127075)","(0.42325034737586975, 0.06912228465080261, -0.19899412989616394, 0.9997864365577698)","(0.4547269940376282, 0.07356760650873184, -0.11105088144540787, 0.9992634654045105)","(0.42388200759887695, 0.07534356415271759, -0.08905720710754395, 0.9997053146362305)","(0.44089388847351074, 0.10328949987888336, -0.18601933121681213, 0.9994798898696899)","(0.4298219084739685, 0.1026054248213768, -0.17940261960029602, 0.9996729493141174)","(0.4804077744483948, 0.14773866534233093, -0.07831469178199768, 0.994172215461731)","(0.40092962980270386, 0.15569782257080078, -0.04295383766293526, 0.9986977577209473)","(0.5162578821182251, 0.07007908076047897, -0.17038975656032562, 0.969937801361084)","(0.35289210081100464, 0.11164841055870056, -0.06319243460893631, 0.9902117252349854)","(0.539119303226471, -0.01798112876713276, -0.3056182265281677, 0.9213578104972839)","(0.3023384213447571, 0.022866351529955864, -0.15687736868858337, 0.9655258059501648)","(0.5506083965301514, -0.038018450140953064, -0.3474884033203125, 0.815181314945221)","(0.2849418818950653, 0.00857179518789053, -0.18899044394493103, 0.9045073986053467)","(0.5444090366363525, -0.04220937564969063, -0.3642576038837433, 0.8163975477218628)","(0.28704196214675903, -0.0021194026339799166, -0.20964327454566956, 0.9053308963775635)","(0.5407358407974243, -0.035731203854084015, -0.3223598301410675, 0.8374500274658203)","(0.29284918308258057, 0.005253983661532402, -0.17287737131118774, 0.9118852615356445)","(0.47084134817123413, 0.40801161527633667, -0.004743358585983515, 0.9991682171821594)","(0.4193662106990814, 0.41094598174095154, 0.00481578940525651, 0.9995772242546082)","(0.4706869125366211, 0.5725584626197815, 0.08687768131494522, 0.9834343791007996)","(0.40311774611473083, 0.5766721367835999, -0.01317780464887619, 0.994642436504364)","(0.466240793466568, 0.7161461114883423, 0.25291407108306885, 0.9836224913597107)","(0.3859950304031372, 0.7501698732376099, 0.0917852371931076, 0.9927962422370911)","(0.4569174647331238, 0.7380121946334839, 0.2620730698108673, 0.9263618588447571)","(0.39318564534187317, 0.7685433030128479, 0.09294436872005463, 0.9063158631324768)","(0.48547595739364624, 0.7752843499183655, 0.1500638723373413, 0.9739032983779907)","(0.3711681365966797, 0.8068763017654419, -0.0407957024872303, 0.9847835898399353)",ACTIVATE
5.957074403762817,"(0.4434199929237366, 0.08606179803609848, -0.2623423635959625, 0.9998873472213745)","(0.44791632890701294, 0.0700877234339714, -0.24334128201007843, 0.9997289776802063)","(0.45166486501693726, 0.06990402191877365, -0.24336543679237366, 0.9996213316917419)","(0.45547938346862793, 0.0694594532251358, -0.24341122806072235, 0.9996111989021301)","(0.43798547983169556, 0.06992245465517044, -0.24308867752552032, 0.999790608882904)","(0.434725821018219, 0.07008049637079239, -0.2431284487247467, 0.9997296929359436)","(0.43145161867141724, 0.07025151699781418, -0.24314911663532257, 0.9997686743736267)","(0.46220526099205017, 0.07407790422439575, -0.13894039392471313, 0.9991725087165833)","(0.4283481538295746, 0.0769905298948288, -0.1372993439435959, 0.9996856451034546)","(0.4495505392551422, 0.10461794584989548, -0.22378405928611755, 0.9994335174560547)","(0.4388244152069092, 0.1042545884847641, -0.22324490547180176, 0.9996424913406372)","(0.48819079995155334, 0.15042223036289215, -0.09246725589036942, 0.9939612150192261)","(0.40721362829208374, 0.15870529413223267, -0.10174579918384552, 0.998598575592041)","(0.5260413885116577, 0.07444452494382858, -0.1672590970993042, 0.9685118198394775)","(0.35989490151405334, 0.10486326366662979, -0.1485700160264969, 0.9903868436813354)","(0.5559746623039246, -0.01766817830502987, -0.29425349831581116, 0.9182091951370239)","(0.30958569049835205, 0.013382247649133205, -0.24410760402679443, 0.9660692811012268)","(0.5657799243927002, -0.03525381535291672, -0.3319149911403656, 0.8100219964981079)","(0.2934693992137909, -0.004168112296611071, -0.2792617678642273, 0.9053835868835449)","(0.5601239204406738, -0.04097586125135422, -0.34950247406959534, 0.8116323947906494)","(0.29584839940071106, -0.016181668266654015, -0.29854273796081543, 0.9065383672714233)","(0.5556259155273438, -0.03411802276968956, -0.31101900339126587, 0.8346033692359924)","(0.3021695613861084, -0.004115554504096508, -0.2595374584197998, 0.9135723114013672)","(0.4765288829803467, 0.41037702560424805, 0.001251675421372056, 0.9991665482521057)","(0.42365115880966187, 0.4114220142364502, -0.0012351326877251267, 0.9995647668838501)","(0.4726203978061676, 0.5756312608718872, 0.05413477495312691, 0.983593225479126)","(0.4101177752017975, 0.5743620991706848, 0.015013845637440681, 0.9947823882102966)","(0.464683473110199, 0.7175368666648865, 0.22911784052848816, 0.9834988713264465)","(0.3940184414386749, 0.736879289150238, 0.17899656295776367, 0.9928116202354431)","(0.4563174843788147, 0.7393229007720947, 0.2393859624862671, 0.9255056381225586)","(0.39862021803855896, 0.751641571521759, 0.18783032894134521, 0.9074075222015381)","(0.48411494493484497, 0.7756331562995911, 0.12166030704975128, 0.9739291667938232)","(0.38295435905456543, 0.7927126288414001, 0.06351889669895172, 0.9848760962486267)",ACTIVATE
