relative_time,NOSE,LEFT_EYE_INNER,LEFT_EYE,LEFT_EYE_OUTER,RIGHT_EYE_INNER,RIGHT_EYE,RIGHT_EYE_OUTER,LEFT_EAR,RIGHT_EAR,MOUTH_LEFT,MOUTH_RIGHT,LEFT_SHOULDER,RIGHT_SHOULDER,LEFT_ELBOW,RIGHT_ELBOW,LEFT_WRIST,RIGHT_WRIST,LEFT_PINKY,RIGHT_PINKY,LEFT_INDEX,RIGHT_INDEX,LEFT_THUMB,RIGHT_THUMB,LEFT_HIP,RIGHT_HIP,LEFT_KNEE,RIGHT_KNEE,LEFT_ANKLE,RIGHT_ANKLE,LEFT_HEEL,RIGHT_HEEL,LEFT_FOOT_INDEX,RIGHT_FOOT_INDEX,action
5.037556171417236,"(0.2895704209804535, 0.4288230836391449, -0.34610918164253235, 0.9999436140060425)","(0.29404518008232117, 0.4092000722885132, -0.33163195848464966, 0.9998710751533508)","(0.29751476645469666, 0.40750986337661743, -0.331581711769104, 0.9998534321784973)","(0.30092519521713257, 0.4058853089809418, -0.33164864778518677, 0.999812126159668)","(0.2821327745914459, 0.4134056866168976, -0.3302003741264343, 0.9999047517776489)","(0.2779783606529236, 0.4143352508544922, -0.33030053973197937, 0.9999134540557861)","(0.27427998185157776, 0.4149807393550873, -0.33034804463386536, 0.9999067783355713)","(0.30825719237327576, 0.4065440595149994, -0.23606470227241516, 0.9997415542602539)","(0.27080655097961426, 0.4180050790309906, -0.23017890751361847, 0.9999297857284546)","(0.2982886731624603, 0.4425567090511322, -0.3084810674190521, 0.9999456405639648)","(0.284085214138031, 0.4501897692680359, -0.30766040086746216, 0.9999740719795227)","(0.3475734293460846, 0.4789906442165375, -0.18405327200889587, 0.9999144077301025)","(0.25043734908103943, 0.5030710697174072, -0.1799834668636322, 0.9999518394470215)","(0.3768649697303772, 0.6012554168701172, -0.21598777174949646, 0.9735641479492188)","(0.24154861271381378, 0.6327946186065674, -0.2059040367603302, 0.9892706274986267)","(0.35508522391319275, 0.6811589598655701, -0.30844587087631226, 0.9641578793525696)","(0.2779831886291504, 0.7133576273918152, -0.27876877784729004, 0.9487660527229309)","(0.35362955927848816, 0.7106488347053528, -0.34162771701812744, 0.9371241331100464)","(0.2885381877422333, 0.7417612671852112, -0.30581048130989075, 0.8991389274597168)","(0.3426308035850525, 0.7023617029190063, -0.34695005416870117, 0.9378717541694641)","(0.2960225045681, 0.7310217022895813, -0.3153093457221985, 0.8955455422401428)","(0.3414411246776581, 0.69319087266922, -0.3118441700935364, 0.922232449054718)","(0.2945701777935028, 0.7204298377037048, -0.28299203515052795, 0.8665403127670288)","(0.3425512909889221, 0.6762272119522095, -0.007754227612167597, 0.9997639060020447)","(0.2879975438117981, 0.6827653050422668, 0.007838665507733822, 0.9998882412910461)","(0.3747886121273041, 0.7246499061584473, -0.30865734815597534, 0.9899981021881104)","(0.24149079620838165, 0.7292214035987854, -0.2917114794254303, 0.9954439401626587)","(0.34439030289649963, 0.8105428814888, -0.022707395255565643, 0.9627118110656738)","(0.29297369718551636, 0.8286640644073486, -0.036631785333156586, 0.9936167001724243)","(0.33339279890060425, 0.8235958814620972, 0.0031057826709002256, 0.8626847267150879)","(0.30581197142601013, 0.8407926559448242, -0.013744200579822063, 0.9583392143249512)","(0.3533012270927429, 0.8864535689353943, -0.08081937581300735, 0.9494762420654297)","(0.28536874055862427, 0.9016452431678772, -0.09841286391019821, 0.9874546527862549)",CROUCH
5.133459568023682,"(0.29142338037490845, 0.4315396249294281, -0.29922834038734436, 0.9999489784240723)","(0.2967737913131714, 0.41362911462783813, -0.2840861976146698, 0.9998833537101746)","(0.30044183135032654, 0.41288650035858154, -0.2840375602245331, 0.9998674392700195)","(0.30407777428627014, 0.4120807647705078, -0.28410202264785767, 0.9998300671577454)","(0.28508803248405457, 0.414291113615036, -0.28283506631851196, 0.9999136924743652)","(0.28107357025146484, 0.41449636220932007, -0.28290683031082153, 0.9999216198921204)","(0.27759110927581787, 0.41470658779144287, -0.28293198347091675, 0.9999156594276428)","(0.311362087726593, 0.4147287905216217, -0.19264790415763855, 0.9997660517692566)","(0.27430546283721924, 0.4186133146286011, -0.1880364865064621, 0.9999364018440247)","(0.29938602447509766, 0.44775810837745667, -0.26491567492485046, 0.9999509453773499)","(0.28568390011787415, 0.45000988245010376, -0.26365652680397034, 0.999976634979248)","(0.34990400075912476, 0.4875085651874542, -0.15302249789237976, 0.9999193549156189)","(0.2529647946357727, 0.506502091884613, -0.1458018571138382, 0.9999536871910095)","(0.3774765729904175, 0.6089771389961243, -0.19177788496017456, 0.9752914309501648)","(0.23911838233470917, 0.629767894744873, -0.19005249440670013, 0.9897767901420593)","(0.3566846251487732, 0.680325448513031, -0.29693788290023804, 0.9652602672576904)","(0.25996649265289307, 0.7088764905929565, -0.29418182373046875, 0.9512953758239746)","(0.3543669581413269, 0.7126852869987488, -0.3297126591205597, 0.9382267594337463)","(0.266580194234848, 0.73802649974823, -0.3261159062385559, 0.903888463973999)","(0.3428404927253723, 0.7027580738067627, -0.34157517552375793, 0.9388927817344666)","(0.27936142683029175, 0.7293708920478821, -0.3351988196372986, 0.9003825783729553)","(0.34173983335494995, 0.6933465600013733, -0.3022790253162384, 0.9226570129394531)","(0.2790861129760742, 0.7179062962532043, -0.2994139492511749, 0.8724271059036255)","(0.3426854908466339, 0.6809857487678528, -0.005031851585954428, 0.9997723698616028)","(0.28901156783103943, 0.6857362389564514, 0.00505055719986558, 0.9998871088027954)","(0.37041109800338745, 0.7070200443267822, -0.3147452771663666, 0.9901102185249329)","(0.24025876820087433, 0.7322084307670593, -0.2981429696083069, 0.9949535131454468)","(0.3432459831237793, 0.8110827803611755, -0.05959107726812363, 0.9636045098304749)","(0.2936038672924042, 0.8274936079978943, -0.03750281408429146, 0.991561233997345)","(0.33167514204978943, 0.8229808211326599, -0.03647525981068611, 0.8658493161201477)","(0.30573219060897827, 0.83384770154953, -0.013880124315619469, 0.9528110027313232)","(0.3534969091415405, 0.8847164511680603, -0.12058379501104355, 0.9504706859588623)","(0.28708094358444214, 0.9010897278785706, -0.09340926259756088, 0.9842955470085144)",CROUCH
5.233381271362305,"(0.29388678073883057, 0.42607569694519043, -0.30831700563430786, 0.9999539256095886)","(0.3005306124687195, 0.40548133850097656, -0.292918860912323, 0.9998944997787476)","(0.304461270570755, 0.40298354625701904, -0.29287025332450867, 0.9998801946640015)","(0.30795639753341675, 0.40074169635772705, -0.29293352365493774, 0.9998464584350586)","(0.28954464197158813, 0.41051700711250305, -0.2922055423259735, 0.9999217987060547)","(0.285709410905838, 0.4116382896900177, -0.29228103160858154, 0.9999290704727173)","(0.2823273241519928, 0.41244202852249146, -0.29230445623397827, 0.9999237656593323)","(0.31293538212776184, 0.4017810821533203, -0.2000323235988617, 0.9997887015342712)","(0.2786189615726471, 0.4127540588378906, -0.19672791659832, 0.999942421913147)","(0.29985862970352173, 0.4453502595424652, -0.27333030104637146, 0.9999557733535767)","(0.28716495633125305, 0.44493985176086426, -0.27241018414497375, 0.9999788999557495)","(0.35069647431373596, 0.47561752796173096, -0.15345589816570282, 0.9999255537986755)","(0.25535863637924194, 0.49613329768180847, -0.14562726020812988, 0.9999563694000244)","(0.3768802583217621, 0.5977832674980164, -0.19919803738594055, 0.9771327376365662)","(0.2418651282787323, 0.6261730194091797, -0.1903814673423767, 0.9902664422988892)","(0.35378962755203247, 0.6754242777824402, -0.3095957040786743, 0.9666191339492798)","(0.25023677945137024, 0.6979123950004578, -0.32690155506134033, 0.9546672701835632)","(0.35086292028427124, 0.7088117599487305, -0.3459095060825348, 0.9401689171791077)","(0.25090864300727844, 0.7254998683929443, -0.36406728625297546, 0.9106431007385254)","(0.3399876654148102, 0.701690137386322, -0.3544977307319641, 0.9408506751060486)","(0.26338160037994385, 0.7156227231025696, -0.37694239616394043, 0.9074114561080933)","(0.33936649560928345, 0.692062497138977, -0.31466883420944214, 0.924415647983551)","(0.2649640440940857, 0.7054247260093689, -0.3350009322166443, 0.8809594511985779)","(0.3415912091732025, 0.6683064103126526, -0.007810166571289301, 0.9997856020927429)","(0.2878096401691437, 0.674112856388092, 0.007763863541185856, 0.9998917579650879)","(0.3514673113822937, 0.716296374797821, -0.33062291145324707, 0.9907235503196716)","(0.23882007598876953, 0.7265722751617432, -0.2940056324005127, 0.9948874711990356)","(0.3432427644729614, 0.8135954141616821, -0.05280351638793945, 0.9660812020301819)","(0.29425448179244995, 0.8267451524734497, -0.016300315037369728, 0.9911370873451233)","(0.33634427189826965, 0.8226209282875061, -0.028023023158311844, 0.8708436489105225)","(0.3066548705101013, 0.8318997025489807, 0.007499671541154385, 0.9511299729347229)","(0.34970682859420776, 0.8832778334617615, -0.11564638465642929, 0.9534939527511597)","(0.288019061088562, 0.89967280626297, -0.07560405880212784, 0.9836827516555786)",CROUCH
5.333409547805786,"(0.3086618185043335, 0.3921065926551819, -0.3702056109905243, 0.9999583959579468)","(0.3149868845939636, 0.374627947807312, -0.35779744386672974, 0.999904453754425)","(0.3188406229019165, 0.37352997064590454, -0.35774561762809753, 0.9998916983604431)","(0.322193443775177, 0.3725579082965851, -0.3578341603279114, 0.999860942363739)","(0.30163007974624634, 0.3769056499004364, -0.3575562834739685, 0.9999290704727173)","(0.29748475551605225, 0.37695062160491943, -0.3576517701148987, 0.9999358057975769)","(0.2936827540397644, 0.37708672881126404, -0.3576712906360626, 0.9999309778213501)","(0.3250768780708313, 0.37518903613090515, -0.26127976179122925, 0.999809205532074)","(0.28916028141975403, 0.3796331584453583, -0.2602071464061737, 0.9999479651451111)","(0.31606775522232056, 0.41055941581726074, -0.3316355049610138, 0.9999601244926453)","(0.3017580509185791, 0.4103333353996277, -0.33144745230674744, 0.9999809861183167)","(0.3576950132846832, 0.45978403091430664, -0.21079163253307343, 0.9999316334724426)","(0.257953017950058, 0.4613027274608612, -0.18488727509975433, 0.9999595284461975)","(0.3779087960720062, 0.5931851863861084, -0.2395048886537552, 0.9788902401924133)","(0.24238578975200653, 0.5704389810562134, -0.22490742802619934, 0.990806519985199)","(0.35049474239349365, 0.6671867966651917, -0.3382508456707001, 0.968018114566803)","(0.24656932055950165, 0.6615191698074341, -0.3500145375728607, 0.9572001695632935)","(0.34463879466056824, 0.6995590925216675, -0.3744964897632599, 0.9421820044517517)","(0.24762162566184998, 0.6946794986724854, -0.38577982783317566, 0.9157163500785828)","(0.33503735065460205, 0.6846635937690735, -0.3832952380180359, 0.9428679347038269)","(0.25962311029434204, 0.6875640153884888, -0.3977615237236023, 0.9127223491668701)","(0.3350648880004883, 0.6732150316238403, -0.34319862723350525, 0.9267870783805847)","(0.2619783580303192, 0.6764994859695435, -0.3573734760284424, 0.8877297639846802)","(0.3391158878803253, 0.6492151618003845, -0.01187029667198658, 0.9997984766960144)","(0.2855139672756195, 0.6432523727416992, 0.011841227300465107, 0.9998960494995117)","(0.3383018970489502, 0.7135353088378906, -0.31353649497032166, 0.9909473657608032)","(0.2279009371995926, 0.7057337760925293, -0.27515894174575806, 0.9945641160011292)","(0.3406861424446106, 0.8125624060630798, -0.03136215731501579, 0.9669981002807617)","(0.2834319472312927, 0.8119708299636841, -0.005105934105813503, 0.9900126457214355)","(0.3361179530620575, 0.8218650221824646, -0.006490322761237621, 0.8724790811538696)","(0.29558590054512024, 0.8150940537452698, 0.017862137407064438, 0.948786735534668)","(0.3484559655189514, 0.882603645324707, -0.09229320287704468, 0.9540413618087769)","(0.2670544981956482, 0.8842461705207825, -0.06406842917203903, 0.9814759492874146)",CROUCH
5.429090976715088,"(0.31333035230636597, 0.3716094493865967, -0.3609594404697418, 0.9999625086784363)","(0.3196271061897278, 0.3560330271720886, -0.3454183340072632, 0.9999138116836548)","(0.3237690329551697, 0.35615989565849304, -0.34537452459335327, 0.9999023675918579)","(0.327335923910141, 0.35606685280799866, -0.3454555869102478, 0.9998745918273926)","(0.3068651556968689, 0.35368087887763977, -0.3451688885688782, 0.9999359846115112)","(0.30320167541503906, 0.35272860527038574, -0.34525763988494873, 0.9999420642852783)","(0.2998009920120239, 0.3519118130207062, -0.3452710211277008, 0.9999377131462097)","(0.33066508173942566, 0.3595271110534668, -0.24333521723747253, 0.999828040599823)","(0.2947443127632141, 0.35604825615882874, -0.24195048213005066, 0.9999530911445618)","(0.32008638978004456, 0.39048096537590027, -0.32085129618644714, 0.9999641180038452)","(0.3067832589149475, 0.38764920830726624, -0.32082369923591614, 0.9999828934669495)","(0.36117345094680786, 0.4505752623081207, -0.19379404187202454, 0.9999374747276306)","(0.2598174214363098, 0.43976470828056335, -0.16695080697536469, 0.9999624490737915)","(0.3785349130630493, 0.5872750282287598, -0.22222638130187988, 0.9807631373405457)","(0.23622563481330872, 0.5544973015785217, -0.21781238913536072, 0.9911914467811584)","(0.35130155086517334, 0.6526286005973816, -0.3330208659172058, 0.9700296521186829)","(0.24271318316459656, 0.6306448578834534, -0.34465211629867554, 0.9588115215301514)","(0.34539610147476196, 0.6831881403923035, -0.37223613262176514, 0.9452208280563354)","(0.24368281662464142, 0.6630604863166809, -0.3831595182418823, 0.918838381767273)","(0.3352810740470886, 0.6677525043487549, -0.3822164237499237, 0.9458754658699036)","(0.2561282515525818, 0.6562408208847046, -0.3959576189517975, 0.9160597324371338)","(0.3352876305580139, 0.6559967994689941, -0.3384333848953247, 0.9300802946090698)","(0.25805026292800903, 0.6458613276481628, -0.35239237546920776, 0.8916429281234741)","(0.33697187900543213, 0.6383377313613892, -0.015989404171705246, 0.9998031854629517)","(0.2825208306312561, 0.6273394823074341, 0.016000021249055862, 0.9998987317085266)","(0.32923564314842224, 0.7141868472099304, -0.32026389241218567, 0.9912413954734802)","(0.21704033017158508, 0.6897083520889282, -0.2698241174221039, 0.9942960739135742)","(0.34006646275520325, 0.8124301433563232, -0.03816324099898338, 0.9684898853302002)","(0.2513127326965332, 0.8131288886070251, -0.022588176652789116, 0.9901571273803711)","(0.33907604217529297, 0.821517288684845, -0.014235611073672771, 0.8759146332740784)","(0.2651507258415222, 0.8262749314308167, -0.0027207189705222845, 0.9500744342803955)","(0.34663158655166626, 0.8825530409812927, -0.11030497401952744, 0.9550174474716187)","(0.23517251014709473, 0.8908567428588867, -0.08495741337537766, 0.9810203313827515)",CROUCH
5.529475450515747,"(0.3131861090660095, 0.3755355775356293, -0.3365045189857483, 0.9999662041664124)","(0.31739896535873413, 0.35912585258483887, -0.3206406235694885, 0.9999222159385681)","(0.3214060366153717, 0.3591087758541107, -0.32057076692581177, 0.999911904335022)","(0.32466045022010803, 0.35905757546424866, -0.3206319212913513, 0.9998868703842163)","(0.30442869663238525, 0.35788142681121826, -0.31849053502082825, 0.9999422430992126)","(0.3008216321468353, 0.35718318819999695, -0.3185778260231018, 0.999947726726532)","(0.2974788546562195, 0.35662007331848145, -0.31858691573143005, 0.9999438524246216)","(0.32858461141586304, 0.36354154348373413, -0.2233055830001831, 0.9998449683189392)","(0.2931253910064697, 0.3614993095397949, -0.21301674842834473, 0.9999576807022095)","(0.3176381587982178, 0.3924029469490051, -0.29951441287994385, 0.9999676942825317)","(0.304047167301178, 0.39210057258605957, -0.29658395051956177, 0.9999845623970032)","(0.36094391345977783, 0.4507037401199341, -0.18133753538131714, 0.9999422430992126)","(0.2598971128463745, 0.44898924231529236, -0.14177843928337097, 0.9999655485153198)","(0.37733781337738037, 0.5853159427642822, -0.21919389069080353, 0.9823722243309021)","(0.2310643196105957, 0.562617301940918, -0.19466380774974823, 0.9915303587913513)","(0.3477019667625427, 0.6552321314811707, -0.32315221428871155, 0.9710798263549805)","(0.24288949370384216, 0.6319712400436401, -0.33789917826652527, 0.9612197875976562)","(0.33986958861351013, 0.6910381317138672, -0.35766005516052246, 0.9462144374847412)","(0.244455486536026, 0.6627260446548462, -0.37772154808044434, 0.9233726859092712)","(0.3301922380924225, 0.6702426671981812, -0.3666861355304718, 0.946841835975647)","(0.2562866806983948, 0.6515915989875793, -0.3876897096633911, 0.9207116961479187)","(0.33019131422042847, 0.658589780330658, -0.32808247208595276, 0.9309029579162598)","(0.2580990195274353, 0.6416019201278687, -0.3446134924888611, 0.8971481323242188)","(0.33190232515335083, 0.63994961977005, -0.017453569918870926, 0.9998126029968262)","(0.2776767909526825, 0.6313625574111938, 0.01745234802365303, 0.9999064207077026)","(0.32222431898117065, 0.7457733750343323, -0.3126896023750305, 0.991740882396698)","(0.2128688395023346, 0.6909123063087463, -0.26482337713241577, 0.9945991039276123)","(0.3395017683506012, 0.8130422830581665, -0.029333308339118958, 0.9702132940292358)","(0.24519102275371552, 0.8331813216209412, -0.0267367921769619, 0.9908562898635864)","(0.34031280875205994, 0.8208457827568054, -0.005182001739740372, 0.8799718618392944)","(0.25898581743240356, 0.8521049618721008, -0.006299279630184174, 0.9528220295906067)","(0.3445776402950287, 0.8842688798904419, -0.09922116249799728, 0.9570047855377197)","(0.2277732640504837, 0.908794641494751, -0.10292167961597443, 0.9820916652679443)",CROUCH
5.629221439361572,"(0.2976214587688446, 0.38968750834465027, -0.33665764331817627, 0.999969482421875)","(0.3041865825653076, 0.37355124950408936, -0.3207291066646576, 0.999929666519165)","(0.3085327446460724, 0.37310537695884705, -0.32065755128860474, 0.9999203681945801)","(0.3125273883342743, 0.3727533519268036, -0.32071471214294434, 0.9998977780342102)","(0.29210448265075684, 0.3737034201622009, -0.318532794713974, 0.9999478459358215)","(0.2885296046733856, 0.37328797578811646, -0.3186205327510834, 0.9999527931213379)","(0.2851734757423401, 0.3731711506843567, -0.31862735748291016, 0.9999493360519409)","(0.3175291419029236, 0.37768495082855225, -0.22407826781272888, 0.9998600482940674)","(0.2818090319633484, 0.3783840537071228, -0.21432332694530487, 0.999961793422699)","(0.3057357966899872, 0.4074222445487976, -0.30018484592437744, 0.9999709129333496)","(0.2910829186439514, 0.4080681800842285, -0.297256737947464, 0.9999861121177673)","(0.3528887629508972, 0.47150611877441406, -0.183925062417984, 0.9999462962150574)","(0.2547305226325989, 0.4667453467845917, -0.1434844434261322, 0.9999681711196899)","(0.37101393938064575, 0.5980756878852844, -0.22707657516002655, 0.9838951826095581)","(0.22783708572387695, 0.5822027921676636, -0.20734810829162598, 0.9918345808982849)","(0.33591485023498535, 0.6872009038925171, -0.33191555738449097, 0.9726149439811707)","(0.24224407970905304, 0.6407595276832581, -0.35907047986984253, 0.963871955871582)","(0.3272007405757904, 0.7247089743614197, -0.36885005235671997, 0.9483163356781006)","(0.2458273470401764, 0.6669984459877014, -0.4010539948940277, 0.9286141991615295)","(0.31416329741477966, 0.7079035043716431, -0.3767184615135193, 0.9487810134887695)","(0.2596990168094635, 0.6564862728118896, -0.40819668769836426, 0.9260997772216797)","(0.31478554010391235, 0.6960433125495911, -0.3362450897693634, 0.9331608414649963)","(0.2597102224826813, 0.6495991349220276, -0.36472004652023315, 0.9036548137664795)","(0.32804614305496216, 0.6677265763282776, -0.016545981168746948, 0.9998191595077515)","(0.27243977785110474, 0.6576508283615112, 0.016536790877580643, 0.9999131560325623)","(0.3266998529434204, 0.7690683007240295, -0.3072986304759979, 0.9921922087669373)","(0.21163184940814972, 0.6938169002532959, -0.2679699957370758, 0.99488365650177)","(0.33871570229530334, 0.8135111331939697, -0.017541591078042984, 0.9708240628242493)","(0.24474000930786133, 0.8388181328773499, -0.03955734521150589, 0.9915274977684021)","(0.3386700749397278, 0.8194382786750793, 0.008102555759251118, 0.8799514770507812)","(0.25901684165000916, 0.8557706475257874, -0.021851450204849243, 0.9555322527885437)","(0.3463580310344696, 0.8849864602088928, -0.07061443477869034, 0.9577924609184265)","(0.22683624923229218, 0.9152529239654541, -0.11524371057748795, 0.9832112193107605)",CROUCH
5.726510763168335,"(0.28262966871261597, 0.4164475202560425, -0.33697518706321716, 0.999972403049469)","(0.2887461185455322, 0.3988659679889679, -0.32206428050994873, 0.9999363422393799)","(0.29307836294174194, 0.39842793345451355, -0.32199200987815857, 0.9999279975891113)","(0.2976640462875366, 0.39811035990715027, -0.3220478594303131, 0.9999076128005981)","(0.27848124504089355, 0.3990583121776581, -0.31925007700920105, 0.9999527931213379)","(0.2747524082660675, 0.39890557527542114, -0.31934136152267456, 0.999957263469696)","(0.27118250727653503, 0.39876610040664673, -0.31934401392936707, 0.9999541640281677)","(0.3065907955169678, 0.40249934792518616, -0.23232805728912354, 0.9998735785484314)","(0.26903897523880005, 0.4017280638217926, -0.2170451432466507, 0.9999653697013855)","(0.2895784378051758, 0.4338324964046478, -0.30209121108055115, 0.9999737739562988)","(0.2773616909980774, 0.43538200855255127, -0.29815173149108887, 0.9999874830245972)","(0.3413305878639221, 0.4843311011791229, -0.19316847622394562, 0.9999507665634155)","(0.24663317203521729, 0.48753976821899414, -0.16377274692058563, 0.9999702572822571)","(0.36110424995422363, 0.6156202554702759, -0.24634671211242676, 0.985382080078125)","(0.2216666042804718, 0.6077395677566528, -0.2191297709941864, 0.9919766783714294)","(0.32152360677719116, 0.7033835053443909, -0.3420880436897278, 0.9745053648948669)","(0.2466627061367035, 0.665980339050293, -0.34754684567451477, 0.964009165763855)","(0.3146701157093048, 0.7361900210380554, -0.37852558493614197, 0.9509409666061401)","(0.2531886100769043, 0.7003098130226135, -0.39431002736091614, 0.927618682384491)","(0.30025941133499146, 0.7208154201507568, -0.3793170154094696, 0.9513125419616699)","(0.2646220624446869, 0.6896969079971313, -0.3848433494567871, 0.924846887588501)","(0.3006351888179779, 0.7101349830627441, -0.343563973903656, 0.9359629154205322)","(0.2647486925125122, 0.6798886060714722, -0.3615819811820984, 0.901792585849762)","(0.32395726442337036, 0.6810740828514099, -0.01579071395099163, 0.9998255968093872)","(0.26808980107307434, 0.6753100752830505, 0.015777122229337692, 0.9999174475669861)","(0.3329005837440491, 0.7650291323661804, -0.2959325313568115, 0.9924909472465515)","(0.2123115360736847, 0.7043530344963074, -0.25651389360427856, 0.9949496984481812)","(0.33768078684806824, 0.8165726661682129, -0.017673434689641, 0.9718090891838074)","(0.2459661215543747, 0.8387519121170044, -0.03450413793325424, 0.9919310808181763)","(0.33435142040252686, 0.8209971189498901, 0.007600235287100077, 0.8822395205497742)","(0.2594722807407379, 0.8545684814453125, -0.0162613894790411, 0.9574034214019775)","(0.3473403751850128, 0.884785532951355, -0.07183139026165009, 0.9589117169380188)","(0.2246999442577362, 0.9175276756286621, -0.10373364388942719, 0.9837957620620728)",CROUCH
5.825054407119751,"(0.27903059124946594, 0.4179711639881134, -0.32647377252578735, 0.9999750256538391)","(0.28417205810546875, 0.40094155073165894, -0.3102776110172272, 0.9999423027038574)","(0.2885472774505615, 0.40003523230552673, -0.31021738052368164, 0.9999347925186157)","(0.29289644956588745, 0.3993268311023712, -0.31026291847229004, 0.9999163746833801)","(0.27358418703079224, 0.40209829807281494, -0.3075292408466339, 0.9999571442604065)","(0.26962220668792725, 0.40224820375442505, -0.30762800574302673, 0.999961256980896)","(0.26608237624168396, 0.40260013937950134, -0.3076344132423401, 0.9999584555625916)","(0.3009147047996521, 0.4027641713619232, -0.22035720944404602, 0.9998855590820312)","(0.2625424265861511, 0.40797001123428345, -0.2060418576002121, 0.9999685287475586)","(0.28617364168167114, 0.4342750012874603, -0.2930440306663513, 0.9999763369560242)","(0.27418503165245056, 0.43680334091186523, -0.28894075751304626, 0.9999886751174927)","(0.33766448497772217, 0.4880346953868866, -0.1865793913602829, 0.99995356798172)","(0.2395106554031372, 0.4965011179447174, -0.16219373047351837, 0.9999713897705078)","(0.3523983657360077, 0.6216676235198975, -0.2351265400648117, 0.9865901470184326)","(0.21973390877246857, 0.6172641515731812, -0.21644273400306702, 0.9920914769172668)","(0.31396159529685974, 0.6988140344619751, -0.3333302140235901, 0.9753261804580688)","(0.24523408710956573, 0.6652237176895142, -0.33804750442504883, 0.9645187258720398)","(0.3047908842563629, 0.7322229146957397, -0.36885637044906616, 0.9511646628379822)","(0.254579097032547, 0.7001507878303528, -0.37802931666374207, 0.9276636242866516)","(0.29158300161361694, 0.7167372703552246, -0.3708426058292389, 0.9513176083564758)","(0.26491349935531616, 0.6870291829109192, -0.3795481026172638, 0.9244901537895203)","(0.29305627942085266, 0.7053810358047485, -0.33500897884368896, 0.9352953433990479)","(0.26417315006256104, 0.6772769689559937, -0.34612104296684265, 0.9005140066146851)","(0.3221176266670227, 0.6804226636886597, -0.014536209404468536, 0.9998248815536499)","(0.2655000388622284, 0.6781274676322937, 0.014526033774018288, 0.9999192953109741)","(0.3321899175643921, 0.739980161190033, -0.3003355860710144, 0.9927914142608643)","(0.21285557746887207, 0.7137323021888733, -0.25773078203201294, 0.9950319528579712)","(0.3359363377094269, 0.8174597024917603, -0.03356684744358063, 0.9731600880622864)","(0.24577024579048157, 0.8412950038909912, -0.04354805499315262, 0.9923780560493469)","(0.3300012946128845, 0.8223418593406677, -0.010215431451797485, 0.8872819542884827)","(0.25925081968307495, 0.8555582761764526, -0.025845210999250412, 0.9593945741653442)","(0.34839722514152527, 0.8848462700843811, -0.09404951333999634, 0.9605754613876343)","(0.225495845079422, 0.9188755750656128, -0.11900268495082855, 0.9844632744789124)",CROUCH
5.921375036239624,"(0.2827100157737732, 0.41342052817344666, -0.3248274028301239, 0.9999768137931824)","(0.2885063588619232, 0.3962501883506775, -0.3105173408985138, 0.999945342540741)","(0.2928577959537506, 0.3954242765903473, -0.3104710876941681, 0.9999387860298157)","(0.2967442274093628, 0.39475563168525696, -0.3105301856994629, 0.9999216198921204)","(0.2767871618270874, 0.3974979519844055, -0.3087901771068573, 0.9999591112136841)","(0.27308839559555054, 0.3978120684623718, -0.3088890612125397, 0.9999631643295288)","(0.2696205973625183, 0.39836665987968445, -0.3089066743850708, 0.9999606013298035)","(0.3023180365562439, 0.3984963297843933, -0.2205776423215866, 0.999893069267273)","(0.2659788131713867, 0.4038652777671814, -0.20842668414115906, 0.9999696612358093)","(0.29059499502182007, 0.4302060306072235, -0.29043227434158325, 0.999978244304657)","(0.2762630581855774, 0.4324354827404022, -0.2879389822483063, 0.9999894499778748)","(0.3387393355369568, 0.48300090432167053, -0.17915910482406616, 0.9999547600746155)","(0.24028122425079346, 0.49244195222854614, -0.16347186267375946, 0.9999709725379944)","(0.35172125697135925, 0.6123495101928711, -0.21495778858661652, 0.9873759746551514)","(0.22361400723457336, 0.6106829047203064, -0.19770048558712006, 0.9919177889823914)","(0.3160500228404999, 0.6956943273544312, -0.3051466643810272, 0.9750221371650696)","(0.2481829822063446, 0.6790798902511597, -0.2794606685638428, 0.961540937423706)","(0.3074757754802704, 0.727933943271637, -0.33901065587997437, 0.9492238163948059)","(0.25553280115127563, 0.709718644618988, -0.31241339445114136, 0.9215903282165527)","(0.2944793999195099, 0.7161905169487, -0.34318575263023376, 0.9492361545562744)","(0.2652696967124939, 0.6975363492965698, -0.3187217116355896, 0.9180554151535034)","(0.29637596011161804, 0.7045441269874573, -0.3079475164413452, 0.9323779344558716)","(0.26523667573928833, 0.686640739440918, -0.28370237350463867, 0.8928568363189697)","(0.3222277760505676, 0.666022777557373, -0.008588944561779499, 0.9998205304145813)","(0.26518502831459045, 0.6701776385307312, 0.008643708191812038, 0.9999188780784607)","(0.3412488102912903, 0.7332001328468323, -0.28882554173469543, 0.9928200840950012)","(0.2157164365053177, 0.7128769159317017, -0.26816678047180176, 0.995154082775116)","(0.332949161529541, 0.8174623250961304, -0.030228937044739723, 0.9736074805259705)","(0.24468258023262024, 0.8421155214309692, -0.05447401851415634, 0.9928125143051147)","(0.32428377866744995, 0.8238534927368164, -0.007445949129760265, 0.8908501267433167)","(0.2569490671157837, 0.8583663105964661, -0.0370735265314579, 0.9608063697814941)","(0.3486192524433136, 0.8851936459541321, -0.09416568279266357, 0.9613316655158997)","(0.22654445469379425, 0.9177296757698059, -0.13502630591392517, 0.9851012229919434)",CROUCH
